ID;coordinates;layer;type;mongo_dest_id;name;mongo_org_id;source_layer;target_layer
54b954b955474a0e08bd32fc;[[2.3256961, 48.8874127], [2.326234742280961, 48.88586725805679]];crosslayer;edge;5453b63455474a336231922f;54b954b955474a0e08bd32fc;5453b63455474a3362317ec2;metro;road
54b954b955474a0e08bd32fd;[[2.3852526, 48.8738469], [2.3854633578925344, 48.873815630844334]];crosslayer;edge;5453b63455474a336231919c;54b954b955474a0e08bd32fd;5453b63455474a3362319201;metro;road
54b954b955474a0e08bd32fe;[[2.4024837, 48.8371074], [2.400082902821369, 48.839719115091306]];crosslayer;edge;5453b63455474a3362317c0f;54b954b955474a0e08bd32fe;5453b63555474a336231a6b7;metro;road
54b954b955474a0e08bd32ff;[[2.4024837, 48.8371074], [2.4065452676425014, 48.8355333441335]];crosslayer;edge;5453b63455474a336231926a;54b954b955474a0e08bd32ff;5453b63555474a336231a6b7;metro;road
54b954b955474a0e08bd3300;[[2.4024837, 48.8371074], [2.403482728787098, 48.83670526938633]];crosslayer;edge;5453b63555474a3362319c92;54b954b955474a0e08bd3300;5453b63555474a336231a6b7;metro;road
54b954b955474a0e08bd3301;[[2.4166605, 48.8652545], [2.413815825940521, 48.86500944387055]];crosslayer;edge;5453b63455474a3362319159;54b954b955474a0e08bd3301;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3302;[[2.4166605, 48.8652545], [2.4113514160374234, 48.86498385815914]];crosslayer;edge;5453b63455474a3362319157;54b954b955474a0e08bd3302;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3303;[[2.4166605, 48.8652545], [2.413620187066038, 48.86725233373682]];crosslayer;edge;5453b63455474a3362319056;54b954b955474a0e08bd3303;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3304;[[2.4166605, 48.8652545], [2.419529692089664, 48.86550045214097]];crosslayer;edge;5453b63455474a33623195f4;54b954b955474a0e08bd3304;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3305;[[2.4166605, 48.8652545], [2.413663383958195, 48.86228819369711]];crosslayer;edge;5453b63555474a3362319e10;54b954b955474a0e08bd3305;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3306;[[2.4166605, 48.8652545], [2.4200172946566765, 48.86569617367704]];crosslayer;edge;5453b63455474a33623195fa;54b954b955474a0e08bd3306;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3307;[[2.4166605, 48.8652545], [2.414284945538628, 48.86776821067149]];crosslayer;edge;5453b63455474a3362318b50;54b954b955474a0e08bd3307;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3308;[[2.4166605, 48.8652545], [2.416319847308554, 48.862193258293985]];crosslayer;edge;5453b63455474a3362319651;54b954b955474a0e08bd3308;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3309;[[2.4166605, 48.8652545], [2.4150350401140654, 48.868576784897236]];crosslayer;edge;5453b63455474a33623194ea;54b954b955474a0e08bd3309;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd330a;[[2.4166605, 48.8652545], [2.4141267634066788, 48.865469629095045]];crosslayer;edge;5453b63455474a33623198f6;54b954b955474a0e08bd330a;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd330b;[[2.4166605, 48.8652545], [2.4196020565638183, 48.865734630938526]];crosslayer;edge;5453b63455474a3362317d38;54b954b955474a0e08bd330b;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd330c;[[2.4166605, 48.8652545], [2.418005469789053, 48.86649581145003]];crosslayer;edge;5453b63555474a336231a333;54b954b955474a0e08bd330c;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd330d;[[2.4166605, 48.8652545], [2.412377256927062, 48.866113072459534]];crosslayer;edge;5453b63455474a3362317b41;54b954b955474a0e08bd330d;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd330e;[[2.4166605, 48.8652545], [2.415076376233623, 48.864664869018604]];crosslayer;edge;5453b63455474a3362318646;54b954b955474a0e08bd330e;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd330f;[[2.4166605, 48.8652545], [2.41690666077746, 48.86653992681272]];crosslayer;edge;5453b63555474a336231a707;54b954b955474a0e08bd330f;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3310;[[2.4166605, 48.8652545], [2.4137949890646477, 48.86368731289319]];crosslayer;edge;5453b63555474a336231ac6a;54b954b955474a0e08bd3310;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3311;[[2.4166605, 48.8652545], [2.413563443216509, 48.86306563378218]];crosslayer;edge;5453b63455474a3362317575;54b954b955474a0e08bd3311;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3312;[[2.4166605, 48.8652545], [2.4133980560395907, 48.86700392753396]];crosslayer;edge;5453b63555474a336231ae57;54b954b955474a0e08bd3312;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3313;[[2.4166605, 48.8652545], [2.4149160895813475, 48.866350344973114]];crosslayer;edge;5453b63355474a336231735c;54b954b955474a0e08bd3313;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3314;[[2.4166605, 48.8652545], [2.4183848684298264, 48.86722611868793]];crosslayer;edge;5453b63455474a33623173f1;54b954b955474a0e08bd3314;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3315;[[2.4166605, 48.8652545], [2.4126485715254486, 48.866375212243085]];crosslayer;edge;5453b63455474a3362319a4c;54b954b955474a0e08bd3315;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3316;[[2.4166605, 48.8652545], [2.415695944028575, 48.86616979052525]];crosslayer;edge;5453b63455474a3362317b3b;54b954b955474a0e08bd3316;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3317;[[2.4166605, 48.8652545], [2.4121688299361113, 48.8645786764229]];crosslayer;edge;5453b63555474a336231a5e2;54b954b955474a0e08bd3317;5453b63455474a33623183d2;metro;road
54b954b955474a0e08bd3318;[[2.2948689, 48.9162246], [2.2957945883947497, 48.91540115511532]];crosslayer;edge;5453b63555474a336231ac24;54b954b955474a0e08bd3318;5453b63455474a33623179fc;metro;road
54b954b955474a0e08bd3319;[[2.2948689, 48.9162246], [2.298658886209036, 48.913650815165084]];crosslayer;edge;5453b63555474a3362319ded;54b954b955474a0e08bd3319;5453b63455474a33623179fc;metro;road
54b954b955474a0e08bd331a;[[2.2948689, 48.9162246], [2.2955877590182157, 48.917072651843995]];crosslayer;edge;5453b63455474a33623191b0;54b954b955474a0e08bd331a;5453b63455474a33623179fc;metro;road
54b954b955474a0e08bd331b;[[2.3989811, 48.8322556], [2.4036152689650168, 48.832420459245036]];crosslayer;edge;5453b63455474a336231937e;54b954b955474a0e08bd331b;5453b63455474a3362318339;metro;road
54b954b955474a0e08bd331c;[[2.3989811, 48.8322556], [2.4021072675841935, 48.83034888304847]];crosslayer;edge;5453b63455474a3362317c3c;54b954b955474a0e08bd331c;5453b63455474a3362318339;metro;road
54b954b955474a0e08bd331d;[[2.3989811, 48.8322556], [2.3980311188718297, 48.83172245621587]];crosslayer;edge;5453b63555474a336231a2c9;54b954b955474a0e08bd331d;5453b63455474a3362318339;metro;road
54b954b955474a0e08bd331e;[[2.3989811, 48.8322556], [2.3972835235569936, 48.83216837466233]];crosslayer;edge;5453b63555474a336231a01a;54b954b955474a0e08bd331e;5453b63455474a3362318339;metro;road
54b954b955474a0e08bd331f;[[2.3989811, 48.8322556], [2.4015222750956817, 48.82932067728402]];crosslayer;edge;5453b63455474a33623190f3;54b954b955474a0e08bd331f;5453b63455474a3362318339;metro;road
54b954b955474a0e08bd3320;[[2.3989811, 48.8322556], [2.4010915316392785, 48.82960631897728]];crosslayer;edge;5453b63455474a336231930e;54b954b955474a0e08bd3320;5453b63455474a3362318339;metro;road
54b954b955474a0e08bd3321;[[2.3989811, 48.8322556], [2.4020749399564196, 48.83339307747046]];crosslayer;edge;5453b63355474a33623172c9;54b954b955474a0e08bd3321;5453b63455474a3362318339;metro;road
54b954b955474a0e08bd3322;[[2.3143901, 48.8514], [2.319000977150448, 48.8517276882319]];crosslayer;edge;5453b63555474a336231a980;54b954b955474a0e08bd3322;5453b63455474a3362317781;metro;road
54b954b955474a0e08bd3323;[[2.3143901, 48.8514], [2.3145153656080155, 48.85187744877336]];crosslayer;edge;5453b63555474a336231ad93;54b954b955474a0e08bd3323;5453b63455474a3362317781;metro;road
54b954b955474a0e08bd3324;[[2.3143901, 48.8514], [2.3124712898740345, 48.85380833401319]];crosslayer;edge;5453b63455474a33623178fd;54b954b955474a0e08bd3324;5453b63455474a3362317781;metro;road
54b954b955474a0e08bd3325;[[2.3143901, 48.8514], [2.31471861644095, 48.853717799839636]];crosslayer;edge;5453b63455474a33623178ff;54b954b955474a0e08bd3325;5453b63455474a3362317781;metro;road
54b954b955474a0e08bd3326;[[2.3595477, 48.8191302], [2.3552538400056116, 48.82085089925326]];crosslayer;edge;5453b63455474a3362318ead;54b954b955474a0e08bd3326;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd3327;[[2.3595477, 48.8191302], [2.3599778518064967, 48.81630742190479]];crosslayer;edge;5453b63555474a336231a686;54b954b955474a0e08bd3327;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd3328;[[2.3595477, 48.8191302], [2.360489528223044, 48.81559515021917]];crosslayer;edge;5453b63555474a336231a6a8;54b954b955474a0e08bd3328;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd3329;[[2.3595477, 48.8191302], [2.3594719873820456, 48.8189623863092]];crosslayer;edge;5453b63555474a336231a2c7;54b954b955474a0e08bd3329;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd332a;[[2.3595477, 48.8191302], [2.36019971203235, 48.81667285928431]];crosslayer;edge;5453b63455474a3362318521;54b954b955474a0e08bd332a;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd332b;[[2.3595477, 48.8191302], [2.364643945768379, 48.82008272641855]];crosslayer;edge;5453b63455474a33623180d0;54b954b955474a0e08bd332b;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd332c;[[2.3595477, 48.8191302], [2.3593562703881803, 48.81618717323096]];crosslayer;edge;5453b63555474a336231a29d;54b954b955474a0e08bd332c;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd332d;[[2.3595477, 48.8191302], [2.3585136106121314, 48.82220400881912]];crosslayer;edge;5453b63455474a336231998c;54b954b955474a0e08bd332d;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd332e;[[2.3595477, 48.8191302], [2.3605379349384865, 48.81644532608245]];crosslayer;edge;5453b63555474a336231a4a3;54b954b955474a0e08bd332e;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd332f;[[2.3595477, 48.8191302], [2.3561512323127523, 48.816628642657975]];crosslayer;edge;5453b63455474a3362318721;54b954b955474a0e08bd332f;5453b63555474a336231a7dd;metro;road
54b954b955474a0e08bd3330;[[2.3641177, 48.8675846], [2.3643721124014485, 48.867652944982765]];crosslayer;edge;5453b63455474a3362318b55;54b954b955474a0e08bd3330;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3331;[[2.3641177, 48.8675846], [2.3686190209478686, 48.866353392052105]];crosslayer;edge;5453b63455474a33623183a4;54b954b955474a0e08bd3331;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3332;[[2.3641177, 48.8675846], [2.3618083657457825, 48.86675794742944]];crosslayer;edge;5453b63455474a3362318e3a;54b954b955474a0e08bd3332;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3333;[[2.3641177, 48.8675846], [2.365232196809303, 48.86713589163265]];crosslayer;edge;5453b63455474a336231905a;54b954b955474a0e08bd3333;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3334;[[2.3641177, 48.8675846], [2.36773447991301, 48.86882190978178]];crosslayer;edge;5453b63455474a3362317827;54b954b955474a0e08bd3334;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3335;[[2.3641177, 48.8675846], [2.3628083660044013, 48.86858893808203]];crosslayer;edge;5453b63455474a3362317826;54b954b955474a0e08bd3335;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3336;[[2.3641177, 48.8675846], [2.3645543061289507, 48.86655221907806]];crosslayer;edge;5453b63555474a336231ae5b;54b954b955474a0e08bd3336;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3337;[[2.3641177, 48.8675846], [2.3651233886851153, 48.866757591051254]];crosslayer;edge;5453b63555474a336231ae59;54b954b955474a0e08bd3337;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3338;[[2.3641177, 48.8675846], [2.363263352948141, 48.86725583809339]];crosslayer;edge;5453b63555474a336231a9d0;54b954b955474a0e08bd3338;5453b63455474a3362318746;metro;road
54b954b955474a0e08bd3339;[[2.3641177, 48.8675846], [2.362053204385395, 48.86791490658819]];crosslayer;edge;5453b63455474a3362318c21;54b954b955474a0e08bd3339;5453b63455474a3362318746;metro;road
54b954ba55474a0e08bd333a;[[2.3641177, 48.8675846], [2.3669184429260093, 48.868597258016294]];crosslayer;edge;5453b63455474a3362317824;54b954ba55474a0e08bd333a;5453b63455474a3362318746;metro;road
54b954ba55474a0e08bd333b;[[2.3654808, 48.8814188], [2.369037632331119, 48.88235926924084]];crosslayer;edge;5453b63455474a3362319017;54b954ba55474a0e08bd333b;5453b63555474a336231a948;metro;road
54b954ba55474a0e08bd333c;[[2.3654808, 48.8814188], [2.3679240428053854, 48.87953399600163]];crosslayer;edge;5453b63555474a336231acbb;54b954ba55474a0e08bd333c;5453b63555474a336231a948;metro;road
54b954ba55474a0e08bd333d;[[2.3654808, 48.8814188], [2.367032612449886, 48.88002391817912]];crosslayer;edge;5453b63455474a3362317494;54b954ba55474a0e08bd333d;5453b63555474a336231a948;metro;road
54b954ba55474a0e08bd333e;[[2.3654808, 48.8814188], [2.3702775761102144, 48.88208700561903]];crosslayer;edge;5453b63555474a3362319e43;54b954ba55474a0e08bd333e;5453b63555474a336231a948;metro;road
54b954ba55474a0e08bd333f;[[2.3654808, 48.8814188], [2.365702705137596, 48.88152775421849]];crosslayer;edge;5453b63555474a336231ad9c;54b954ba55474a0e08bd333f;5453b63555474a336231a948;metro;road
54b954ba55474a0e08bd3340;[[2.3654808, 48.8814188], [2.3701427456027098, 48.88267085991084]];crosslayer;edge;5453b63455474a3362318df3;54b954ba55474a0e08bd3340;5453b63555474a336231a948;metro;road
54b954ba55474a0e08bd3341;[[2.3654808, 48.8814188], [2.368698673577698, 48.883886340108766]];crosslayer;edge;5453b63455474a3362317a06;54b954ba55474a0e08bd3341;5453b63555474a336231a948;metro;road
54b954ba55474a0e08bd3342;[[2.3747542, 48.8652193], [2.3725801216204916, 48.86230469549382]];crosslayer;edge;5453b63555474a336231a4b1;54b954ba55474a0e08bd3342;5453b63455474a3362317bcf;metro;road
54b954ba55474a0e08bd3343;[[2.3747542, 48.8652193], [2.371424097686486, 48.86293716386942]];crosslayer;edge;5453b63455474a336231941b;54b954ba55474a0e08bd3343;5453b63455474a3362317bcf;metro;road
54b954ba55474a0e08bd3344;[[2.3747542, 48.8652193], [2.369641039076219, 48.86616991741792]];crosslayer;edge;5453b63455474a3362319a4e;54b954ba55474a0e08bd3344;5453b63455474a3362317bcf;metro;road
54b954ba55474a0e08bd3345;[[2.3747542, 48.8652193], [2.374625398020186, 48.865224776272875]];crosslayer;edge;5453b63455474a3362318f3d;54b954ba55474a0e08bd3345;5453b63455474a3362317bcf;metro;road
54b954ba55474a0e08bd3346;[[2.3747542, 48.8652193], [2.3753247163153475, 48.86509802375176]];crosslayer;edge;5453b63455474a336231980f;54b954ba55474a0e08bd3346;5453b63455474a3362317bcf;metro;road
54b954ba55474a0e08bd3347;[[2.3322642999999954, 48.87076929999996], [2.331278925244221, 48.87324190075996]];crosslayer;edge;5453b63455474a3362318f2d;54b954ba55474a0e08bd3347;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd3348;[[2.3322642999999954, 48.87076929999996], [2.3305138182057985, 48.87171324212929]];crosslayer;edge;5453b63555474a336231a5af;54b954ba55474a0e08bd3348;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd3349;[[2.3322642999999954, 48.87076929999996], [2.3297797829686475, 48.87022072391999]];crosslayer;edge;5453b63555474a336231aaeb;54b954ba55474a0e08bd3349;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd334a;[[2.3322642999999954, 48.87076929999996], [2.332164916227587, 48.87053533506526]];crosslayer;edge;5453b63455474a33623191c3;54b954ba55474a0e08bd334a;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd334b;[[2.3322642999999954, 48.87076929999996], [2.3333904421434717, 48.87297038630413]];crosslayer;edge;5453b63455474a3362318d08;54b954ba55474a0e08bd334b;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd334c;[[2.3322642999999954, 48.87076929999996], [2.328360950855982, 48.872942271624424]];crosslayer;edge;5453b63455474a3362318d07;54b954ba55474a0e08bd334c;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd334d;[[2.3322642999999954, 48.87076929999996], [2.331063697459569, 48.87281351176275]];crosslayer;edge;5453b63455474a3362318d0e;54b954ba55474a0e08bd334d;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd334e;[[2.3322642999999954, 48.87076929999996], [2.3336623799675293, 48.86757135274926]];crosslayer;edge;5453b63555474a336231ac12;54b954ba55474a0e08bd334e;5453b63455474a3362317bcc;metro;road
54b954ba55474a0e08bd334f;[[2.3693224, 48.8216697], [2.369135745870873, 48.82156799904712]];crosslayer;edge;5453b63455474a3362318819;54b954ba55474a0e08bd334f;5453b63455474a3362319023;metro;road
54b954ba55474a0e08bd3350;[[2.3693224, 48.8216697], [2.3660021088771894, 48.8205306310441]];crosslayer;edge;5453b63455474a3362317e9c;54b954ba55474a0e08bd3350;5453b63455474a3362319023;metro;road
54b954ba55474a0e08bd3351;[[2.3693224, 48.8216697], [2.364643945768379, 48.82008272641855]];crosslayer;edge;5453b63455474a33623180d0;54b954ba55474a0e08bd3351;5453b63455474a3362319023;metro;road
54b954ba55474a0e08bd3352;[[2.3693224, 48.8216697], [2.372997922646901, 48.82277549019161]];crosslayer;edge;5453b63555474a336231aeb4;54b954ba55474a0e08bd3352;5453b63455474a3362319023;metro;road
54b954ba55474a0e08bd3353;[[2.3693224, 48.8216697], [2.3717667361210655, 48.820246274120564]];crosslayer;edge;5453b63555474a3362319deb;54b954ba55474a0e08bd3353;5453b63455474a3362319023;metro;road
54b954ba55474a0e08bd3354;[[2.3693224, 48.8216697], [2.3731644072646856, 48.81954309994325]];crosslayer;edge;5453b63555474a336231aa2b;54b954ba55474a0e08bd3354;5453b63455474a3362319023;metro;road
54b954ba55474a0e08bd3355;[[2.3563464, 48.8654878], [2.3542616500806264, 48.86254001383712]];crosslayer;edge;5453b63455474a33623191f8;54b954ba55474a0e08bd3355;5453b63455474a3362317bc0;metro;road
54b954ba55474a0e08bd3356;[[2.3563464, 48.8654878], [2.3514538537429712, 48.86437748292835]];crosslayer;edge;5453b63455474a3362318645;54b954ba55474a0e08bd3356;5453b63455474a3362317bc0;metro;road
54b954ba55474a0e08bd3357;[[2.3563464, 48.8654878], [2.3595586118742005, 48.86464596399178]];crosslayer;edge;5453b63355474a33623172e4;54b954ba55474a0e08bd3357;5453b63455474a3362317bc0;metro;road
54b954ba55474a0e08bd3358;[[2.3563464, 48.8654878], [2.352407245391771, 48.86608690269189]];crosslayer;edge;5453b63455474a3362319a4b;54b954ba55474a0e08bd3358;5453b63455474a3362317bc0;metro;road
54b954ba55474a0e08bd3359;[[2.3563464, 48.8654878], [2.3537703838699886, 48.86581547416964]];crosslayer;edge;5453b63455474a3362317b3e;54b954ba55474a0e08bd3359;5453b63455474a3362317bc0;metro;road
54b954ba55474a0e08bd335a;[[2.3563464, 48.8654878], [2.355813861530695, 48.865367825208374]];crosslayer;edge;5453b63455474a3362317d36;54b954ba55474a0e08bd335a;5453b63455474a3362317bc0;metro;road
54b954ba55474a0e08bd335b;[[2.2984833, 48.8225032], [2.299028075312784, 48.8259622904491]];crosslayer;edge;5453b63455474a3362318af5;54b954ba55474a0e08bd335b;5453b63555474a336231a1e2;metro;road
54b954ba55474a0e08bd335c;[[2.2984833, 48.8225032], [2.302041484446009, 48.824846695525935]];crosslayer;edge;5453b63455474a336231895e;54b954ba55474a0e08bd335c;5453b63555474a336231a1e2;metro;road
54b954ba55474a0e08bd335d;[[2.2984833, 48.8225032], [2.300345514505268, 48.82542587988688]];crosslayer;edge;5453b63455474a3362319881;54b954ba55474a0e08bd335d;5453b63555474a336231a1e2;metro;road
54b954ba55474a0e08bd335e;[[2.2984833, 48.8225032], [2.299966833904011, 48.81913697049523]];crosslayer;edge;5453b63455474a3362318835;54b954ba55474a0e08bd335e;5453b63555474a336231a1e2;metro;road
54b954ba55474a0e08bd335f;[[2.3608293, 48.8382823], [2.3615156313546897, 48.83975780907618]];crosslayer;edge;5453b63555474a336231a96d;54b954ba55474a0e08bd335f;5453b63555474a336231a0fc;metro;road
54b954ba55474a0e08bd3360;[[2.3608293, 48.8382823], [2.3558043423229527, 48.83802738835685]];crosslayer;edge;5453b63455474a336231846e;54b954ba55474a0e08bd3360;5453b63555474a336231a0fc;metro;road
54b954ba55474a0e08bd3361;[[2.3608293, 48.8382823], [2.3592068639000425, 48.83672359609746]];crosslayer;edge;5453b63455474a3362319a5b;54b954ba55474a0e08bd3361;5453b63555474a336231a0fc;metro;road
54b954ba55474a0e08bd3362;[[2.3471977, 48.8551566], [2.34773884934638, 48.857675138052436]];crosslayer;edge;5453b63555474a336231ad61;54b954ba55474a0e08bd3362;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3363;[[2.3471977, 48.8551566], [2.350974695465197, 48.8559210104057]];crosslayer;edge;5453b63455474a3362317b79;54b954ba55474a0e08bd3363;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3364;[[2.3471977, 48.8551566], [2.3471507265493017, 48.85342249036213]];crosslayer;edge;5453b63455474a3362319752;54b954ba55474a0e08bd3364;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3365;[[2.3471977, 48.8551566], [2.344949866014004, 48.85422437738605]];crosslayer;edge;5453b63455474a33623176d9;54b954ba55474a0e08bd3365;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3366;[[2.3471977, 48.8551566], [2.3525985063428685, 48.85535871832165]];crosslayer;edge;5453b63455474a336231781d;54b954ba55474a0e08bd3366;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3367;[[2.3471977, 48.8551566], [2.3444232616018383, 48.85362791967922]];crosslayer;edge;5453b63355474a33623172de;54b954ba55474a0e08bd3367;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3368;[[2.3471977, 48.8551566], [2.34604203045545, 48.85746352310984]];crosslayer;edge;5453b63455474a3362317983;54b954ba55474a0e08bd3368;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3369;[[2.3471977, 48.8551566], [2.3506343379014067, 48.856099034213386]];crosslayer;edge;5453b63455474a336231864b;54b954ba55474a0e08bd3369;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd336a;[[2.3471977, 48.8551566], [2.3468441198888566, 48.85722507901932]];crosslayer;edge;5453b63455474a33623185b6;54b954ba55474a0e08bd336a;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd336b;[[2.3471977, 48.8551566], [2.3482497871969628, 48.852371740362784]];crosslayer;edge;5453b63455474a33623187ce;54b954ba55474a0e08bd336b;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd336c;[[2.3471977, 48.8551566], [2.3496927926502535, 48.85707421404032]];crosslayer;edge;5453b63555474a336231a32d;54b954ba55474a0e08bd336c;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd336d;[[2.3471977, 48.8551566], [2.351300948521213, 48.85544162620888]];crosslayer;edge;5453b63455474a33623194da;54b954ba55474a0e08bd336d;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd336e;[[2.3471977, 48.8551566], [2.3472843202213363, 48.85709707502685]];crosslayer;edge;5453b63455474a3362317fca;54b954ba55474a0e08bd336e;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd336f;[[2.3471977, 48.8551566], [2.346836228069814, 48.852962103243044]];crosslayer;edge;5453b63555474a336231aa8f;54b954ba55474a0e08bd336f;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3370;[[2.3471977, 48.8551566], [2.34762413566201, 48.858672791578314]];crosslayer;edge;5453b63555474a336231aab7;54b954ba55474a0e08bd3370;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3371;[[2.3471977, 48.8551566], [2.3491542798354517, 48.85654066902656]];crosslayer;edge;5453b63455474a33623183d9;54b954ba55474a0e08bd3371;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3372;[[2.3471977, 48.8551566], [2.348115056903566, 48.858446132639344]];crosslayer;edge;5453b63555474a336231a87d;54b954ba55474a0e08bd3372;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3373;[[2.3471977, 48.8551566], [2.3450615052592423, 48.85739970273668]];crosslayer;edge;5453b63555474a3362319c71;54b954ba55474a0e08bd3373;5453b63455474a33623183fa;metro;road
54b954ba55474a0e08bd3374;[[2.3854377, 48.8974296], [2.3853500808397814, 48.897278427494804]];crosslayer;edge;5453b63455474a33623183c3;54b954ba55474a0e08bd3374;5453b63455474a3362317661;metro;road
54b954ba55474a0e08bd3375;[[2.3854377, 48.8974296], [2.3834401542356423, 48.89579822860877]];crosslayer;edge;5453b63455474a33623174e3;54b954ba55474a0e08bd3375;5453b63455474a3362317661;metro;road
54b954ba55474a0e08bd3376;[[2.3854377, 48.8974296], [2.3879419344139383, 48.89979629038495]];crosslayer;edge;5453b63555474a336231a2e5;54b954ba55474a0e08bd3376;5453b63455474a3362317661;metro;road
54b954ba55474a0e08bd3377;[[2.3854377, 48.8974296], [2.3880787585565546, 48.90056140502894]];crosslayer;edge;5453b63455474a3362318992;54b954ba55474a0e08bd3377;5453b63455474a3362317661;metro;road
54b954ba55474a0e08bd3378;[[2.3854377, 48.8974296], [2.3888937640847017, 48.897368507642376]];crosslayer;edge;5453b63455474a33623188e0;54b954ba55474a0e08bd3378;5453b63455474a3362317661;metro;road
54b954ba55474a0e08bd3379;[[2.3854377, 48.8974296], [2.381603138492772, 48.89881045608424]];crosslayer;edge;5453b63555474a3362319ea7;54b954ba55474a0e08bd3379;5453b63455474a3362317661;metro;road
54b954ba55474a0e08bd337a;[[2.3854377, 48.8974296], [2.3862365906217984, 48.898222757740044]];crosslayer;edge;5453b63455474a3362317d44;54b954ba55474a0e08bd337a;5453b63455474a3362317661;metro;road
54b954ba55474a0e08bd337b;[[2.3429933, 48.9196049], [2.346621632820781, 48.92115688540227]];crosslayer;edge;5453b63455474a3362318d3a;54b954ba55474a0e08bd337b;5453b63455474a3362317590;metro;road
54b954ba55474a0e08bd337c;[[2.3429933, 48.9196049], [2.341501324068822, 48.91815666599383]];crosslayer;edge;5453b63555474a336231ab34;54b954ba55474a0e08bd337c;5453b63455474a3362317590;metro;road
54b954ba55474a0e08bd337d;[[2.3429933, 48.9196049], [2.344228221077692, 48.92049631441765]];crosslayer;edge;5453b63455474a33623173bf;54b954ba55474a0e08bd337d;5453b63455474a3362317590;metro;road
54b954ba55474a0e08bd337e;[[2.3429933, 48.9196049], [2.3431371759349635, 48.92287797602633]];crosslayer;edge;5453b63455474a3362317d2c;54b954ba55474a0e08bd337e;5453b63455474a3362317590;metro;road
