ID;coordinates;layer;type;mongo_dest_id;name;mongo_org_id;source_layer;target_layer
54b954b955474a0e08bd2f6c;[[2.3614233, 48.8666345], [2.3643721124014485, 48.867652944982765]];crosslayer;edge;5453b63455474a3362318b55;54b954b955474a0e08bd2f6c;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f6d;[[2.3614233, 48.8666345], [2.3618083657457825, 48.86675794742944]];crosslayer;edge;5453b63455474a3362318e3a;54b954b955474a0e08bd2f6d;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f6e;[[2.3614233, 48.8666345], [2.365232196809303, 48.86713589163265]];crosslayer;edge;5453b63455474a336231905a;54b954b955474a0e08bd2f6e;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f6f;[[2.3614233, 48.8666345], [2.3628083660044013, 48.86858893808203]];crosslayer;edge;5453b63455474a3362317826;54b954b955474a0e08bd2f6f;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f70;[[2.3614233, 48.8666345], [2.3645543061289507, 48.86655221907806]];crosslayer;edge;5453b63555474a336231ae5b;54b954b955474a0e08bd2f70;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f71;[[2.3614233, 48.8666345], [2.3651233886851153, 48.866757591051254]];crosslayer;edge;5453b63555474a336231ae59;54b954b955474a0e08bd2f71;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f72;[[2.3614233, 48.8666345], [2.363263352948141, 48.86725583809339]];crosslayer;edge;5453b63555474a336231a9d0;54b954b955474a0e08bd2f72;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f73;[[2.3614233, 48.8666345], [2.362053204385395, 48.86791490658819]];crosslayer;edge;5453b63455474a3362318c21;54b954b955474a0e08bd2f73;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f74;[[2.3614233, 48.8666345], [2.3595586118742005, 48.86464596399178]];crosslayer;edge;5453b63355474a33623172e4;54b954b955474a0e08bd2f74;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f75;[[2.3614233, 48.8666345], [2.3610926228009363, 48.86362891058205]];crosslayer;edge;5453b63555474a336231aa24;54b954b955474a0e08bd2f75;5453b63455474a3362318743;metro;road
54b954b955474a0e08bd2f76;[[2.3833323, 48.86649], [2.3830715431329006, 48.86698185548728]];crosslayer;edge;5453b63455474a3362318e36;54b954b955474a0e08bd2f76;5453b63455474a33623190c2;metro;road
54b954b955474a0e08bd2f77;[[2.3873271, 48.8629761], [2.387361197047255, 48.86292987412104]];crosslayer;edge;5453b63455474a3362317574;54b954b955474a0e08bd2f77;5453b63455474a33623190c3;metro;road
54b954b955474a0e08bd2f78;[[2.3901333, 48.8582526], [2.3943683324892095, 48.85649025640499]];crosslayer;edge;5453b63455474a336231792b;54b954b955474a0e08bd2f78;5453b63455474a33623190c4;metro;road
54b954b955474a0e08bd2f79;[[2.3901333, 48.8582526], [2.389634791127191, 48.85837282128257]];crosslayer;edge;5453b63455474a3362317cdd;54b954b955474a0e08bd2f79;5453b63455474a33623190c4;metro;road
54b954b955474a0e08bd2f7a;[[2.3901333, 48.8582526], [2.3913038436869014, 48.855728248335865]];crosslayer;edge;5453b63455474a33623175ef;54b954b955474a0e08bd2f7a;5453b63455474a33623190c4;metro;road
54b954b955474a0e08bd2f7b;[[2.3945621, 48.856264], [2.3943683324892095, 48.85649025640499]];crosslayer;edge;5453b63455474a336231792b;54b954b955474a0e08bd2f7b;5453b63455474a33623190c5;metro;road
54b954b955474a0e08bd2f7c;[[2.3945621, 48.856264], [2.3913038436869014, 48.855728248335865]];crosslayer;edge;5453b63455474a33623175ef;54b954b955474a0e08bd2f7c;5453b63455474a33623190c5;metro;road
54b954b955474a0e08bd2f7d;[[2.2879218, 48.8410837], [2.2903396952313546, 48.83995031148626]];crosslayer;edge;5453b63555474a336231ae04;54b954b955474a0e08bd2f7d;5453b63555474a336231ad25;metro;road
54b954b955474a0e08bd2f7e;[[2.2879218, 48.8410837], [2.2893875302667617, 48.838514658478644]];crosslayer;edge;5453b63555474a336231a646;54b954b955474a0e08bd2f7e;5453b63555474a336231ad25;metro;road
54b954b955474a0e08bd2f7f;[[2.2879218, 48.8410837], [2.287819797077148, 48.841073039155]];crosslayer;edge;5453b63455474a3362318037;54b954b955474a0e08bd2f7f;5453b63555474a336231ad25;metro;road
54b954b955474a0e08bd2f80;[[2.2879218, 48.8410837], [2.2924479398724964, 48.84247653775397]];crosslayer;edge;5453b63455474a3362318ac3;54b954b955474a0e08bd2f80;5453b63555474a336231ad25;metro;road
54b954b955474a0e08bd2f81;[[2.2879218, 48.8410837], [2.2920420227436153, 48.83918693964392]];crosslayer;edge;5453b63455474a3362318234;54b954b955474a0e08bd2f81;5453b63555474a336231ad25;metro;road
54b954b955474a0e08bd2f82;[[2.3487041, 48.8638408], [2.3468280336659926, 48.86305277145913]];crosslayer;edge;5453b63555474a336231a92e;54b954b955474a0e08bd2f82;5453b63455474a3362319527;metro;road
54b954b955474a0e08bd2f83;[[2.3487041, 48.8638408], [2.350908911114679, 48.863389745461234]];crosslayer;edge;5453b63555474a336231ac68;54b954b955474a0e08bd2f83;5453b63455474a3362319527;metro;road
54b954b955474a0e08bd2f84;[[2.3487041, 48.8638408], [2.349002333619471, 48.863793088752324]];crosslayer;edge;5453b63455474a3362318a68;54b954b955474a0e08bd2f84;5453b63455474a3362319527;metro;road
54b954b955474a0e08bd2f85;[[2.3487041, 48.8638408], [2.3514538537429712, 48.86437748292835]];crosslayer;edge;5453b63455474a3362318645;54b954b955474a0e08bd2f85;5453b63455474a3362319527;metro;road
54b954b955474a0e08bd2f86;[[2.3487041, 48.8638408], [2.3451067616371306, 48.86478359908276]];crosslayer;edge;5453b63455474a336231793f;54b954b955474a0e08bd2f86;5453b63455474a3362319527;metro;road
54b954b955474a0e08bd2f87;[[2.3487041, 48.8638408], [2.3480799479796635, 48.86357222486084]];crosslayer;edge;5453b63555474a336231aa28;54b954b955474a0e08bd2f87;5453b63455474a3362319527;metro;road
54b954b955474a0e08bd2f88;[[2.3487041, 48.8638408], [2.352407245391771, 48.86608690269189]];crosslayer;edge;5453b63455474a3362319a4b;54b954b955474a0e08bd2f88;5453b63455474a3362319527;metro;road
54b954b955474a0e08bd2f89;[[2.2852229, 48.8921077], [2.286345490008364, 48.890600457114175]];crosslayer;edge;5453b63455474a336231802f;54b954b955474a0e08bd2f89;5453b63455474a3362318cd4;metro;road
54b954b955474a0e08bd2f8a;[[2.2852229, 48.8921077], [2.2903391199899383, 48.892207010849454]];crosslayer;edge;5453b63455474a3362317754;54b954b955474a0e08bd2f8a;5453b63455474a3362318cd4;metro;road
54b954b955474a0e08bd2f8b;[[2.2852229, 48.8921077], [2.288816291197131, 48.8939291821094]];crosslayer;edge;5453b63455474a3362317d3e;54b954b955474a0e08bd2f8b;5453b63455474a3362318cd4;metro;road
54b954b955474a0e08bd2f8c;[[2.2852229, 48.8921077], [2.289694052012937, 48.89300358809264]];crosslayer;edge;5453b63455474a3362318255;54b954b955474a0e08bd2f8c;5453b63455474a3362318cd4;metro;road
54b954b955474a0e08bd2f8d;[[2.2852229, 48.8921077], [2.2857218855418857, 48.891320699291015]];crosslayer;edge;5453b63555474a336231a409;54b954b955474a0e08bd2f8d;5453b63455474a3362318cd4;metro;road
54b954b955474a0e08bd2f8e;[[2.2308732, 48.8296613], [2.230287095793801, 48.82829622363047]];crosslayer;edge;5453b63455474a3362317a90;54b954b955474a0e08bd2f8e;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f8f;[[2.2308732, 48.8296613], [2.229438325047859, 48.8279444939574]];crosslayer;edge;5453b63455474a3362317891;54b954b955474a0e08bd2f8f;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f90;[[2.2308732, 48.8296613], [2.229381165853479, 48.82957201462342]];crosslayer;edge;5453b63555474a336231a375;54b954b955474a0e08bd2f90;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f91;[[2.2308732, 48.8296613], [2.2286880139799727, 48.83003522668448]];crosslayer;edge;5453b63455474a3362318b95;54b954b955474a0e08bd2f91;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f92;[[2.2308732, 48.8296613], [2.2310143075162374, 48.8293262018186]];crosslayer;edge;5453b63455474a33623183ed;54b954b955474a0e08bd2f92;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f93;[[2.2308732, 48.8296613], [2.230473286990561, 48.8298758438906]];crosslayer;edge;5453b63555474a3362319d80;54b954b955474a0e08bd2f93;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f94;[[2.2308732, 48.8296613], [2.228033748127352, 48.82972071738879]];crosslayer;edge;5453b63455474a3362317f29;54b954b955474a0e08bd2f94;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f95;[[2.2308732, 48.8296613], [2.228881778976432, 48.82908312744983]];crosslayer;edge;5453b63555474a3362319afc;54b954b955474a0e08bd2f95;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f96;[[2.2308732, 48.8296613], [2.2290187649596747, 48.828395980161716]];crosslayer;edge;5453b63455474a33623190f2;54b954b955474a0e08bd2f96;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f97;[[2.2308732, 48.8296613], [2.2306778586499156, 48.82720148604779]];crosslayer;edge;5453b63455474a3362318771;54b954b955474a0e08bd2f97;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f98;[[2.2308732, 48.8296613], [2.2277284690285364, 48.831477043930725]];crosslayer;edge;5453b63455474a336231937b;54b954b955474a0e08bd2f98;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f99;[[2.2308732, 48.8296613], [2.2283093559118856, 48.82927730013833]];crosslayer;edge;5453b63455474a33623188ec;54b954b955474a0e08bd2f99;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f9a;[[2.2308732, 48.8296613], [2.2347358014655856, 48.83082956027797]];crosslayer;edge;5453b63455474a336231981a;54b954b955474a0e08bd2f9a;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f9b;[[2.2308732, 48.8296613], [2.231441918444554, 48.82977864320393]];crosslayer;edge;5453b63555474a3362319d7c;54b954b955474a0e08bd2f9b;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f9c;[[2.2308732, 48.8296613], [2.2284994663075675, 48.828968238518094]];crosslayer;edge;5453b63555474a336231a438;54b954b955474a0e08bd2f9c;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f9d;[[2.2308732, 48.8296613], [2.229841265900699, 48.82896789305263]];crosslayer;edge;5453b63555474a336231a43a;54b954b955474a0e08bd2f9d;5453b63555474a3362319c17;metro;road
54b954b955474a0e08bd2f9e;[[2.3270787, 48.8795976], [2.321657631630695, 48.87953259386046]];crosslayer;edge;5453b63355474a336231728d;54b954b955474a0e08bd2f9e;5453b63455474a336231931f;metro;road
54b954b955474a0e08bd2f9f;[[2.3270787, 48.8795976], [2.3268501357855618, 48.877821688728545]];crosslayer;edge;5453b63555474a336231a736;54b954b955474a0e08bd2f9f;5453b63455474a336231931f;metro;road
54b954b955474a0e08bd2fa0;[[2.3496679, 48.8915769], [2.351597535028902, 48.891088482287664]];crosslayer;edge;5453b63555474a3362319f99;54b954b955474a0e08bd2fa0;5453b63455474a3362317868;metro;road
54b954b955474a0e08bd2fa1;[[2.3496679, 48.8915769], [2.3496217610163135, 48.89149145607562]];crosslayer;edge;5453b63555474a336231a1cf;54b954b955474a0e08bd2fa1;5453b63455474a3362317868;metro;road
54b954b955474a0e08bd2fa2;[[2.3623079, 48.8789208], [2.3602414270629257, 48.87585538405757]];crosslayer;edge;5453b63455474a33623185bc;54b954b955474a0e08bd2fa2;5453b63355474a33623173a1;metro;road
54b954b955474a0e08bd2fa3;[[2.3623079, 48.8789208], [2.367032612449886, 48.88002391817912]];crosslayer;edge;5453b63455474a3362317494;54b954b955474a0e08bd2fa3;5453b63355474a33623173a1;metro;road
54b954b955474a0e08bd2fa4;[[2.3623079, 48.8789208], [2.3570458984647265, 48.87930519477431]];crosslayer;edge;5453b63455474a3362318931;54b954b955474a0e08bd2fa4;5453b63355474a33623173a1;metro;road
54b954b955474a0e08bd2fa5;[[2.3623079, 48.8789208], [2.365702705137596, 48.88152775421849]];crosslayer;edge;5453b63555474a336231ad9c;54b954b955474a0e08bd2fa5;5453b63355474a33623173a1;metro;road
54b954b955474a0e08bd2fa6;[[2.3385532, 48.8760654], [2.340883579263856, 48.87508485490452]];crosslayer;edge;5453b63455474a3362318a19;54b954b955474a0e08bd2fa6;5453b63455474a336231752e;metro;road
54b954b955474a0e08bd2fa7;[[2.3385532, 48.8760654], [2.3402089921928444, 48.875868058487825]];crosslayer;edge;5453b63555474a336231ae9c;54b954b955474a0e08bd2fa7;5453b63455474a336231752e;metro;road
54b954b955474a0e08bd2fa8;[[2.3710617, 48.8700162], [2.36773447991301, 48.86882190978178]];crosslayer;edge;5453b63455474a3362317827;54b954b955474a0e08bd2fa8;5453b63455474a3362317527;metro;road
54b954b955474a0e08bd2fa9;[[2.3710617, 48.8700162], [2.3710191577026842, 48.86994540293875]];crosslayer;edge;5453b63455474a33623173bb;54b954b955474a0e08bd2fa9;5453b63455474a3362317527;metro;road
54b954b955474a0e08bd2faa;[[2.3710617, 48.8700162], [2.3669184429260093, 48.868597258016294]];crosslayer;edge;5453b63455474a3362317824;54b954b955474a0e08bd2faa;5453b63455474a3362317527;metro;road
54b954b955474a0e08bd2fab;[[2.3563841, 48.9301278], [2.3564861094461063, 48.92908809199778]];crosslayer;edge;5453b63455474a3362317547;54b954b955474a0e08bd2fab;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fac;[[2.3563841, 48.9301278], [2.3535360566858703, 48.92794360255577]];crosslayer;edge;5453b63555474a336231a128;54b954b955474a0e08bd2fac;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fad;[[2.3563841, 48.9301278], [2.361349805146709, 48.92924450816963]];crosslayer;edge;5453b63455474a33623193e6;54b954b955474a0e08bd2fad;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fae;[[2.3563841, 48.9301278], [2.3516870495360886, 48.92867552973126]];crosslayer;edge;5453b63455474a33623176fb;54b954b955474a0e08bd2fae;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2faf;[[2.3563841, 48.9301278], [2.3564504586188515, 48.92934419854364]];crosslayer;edge;5453b63455474a3362319613;54b954b955474a0e08bd2faf;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb0;[[2.3563841, 48.9301278], [2.3585379696468727, 48.92705320357383]];crosslayer;edge;5453b63455474a33623173ad;54b954b955474a0e08bd2fb0;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb1;[[2.3563841, 48.9301278], [2.3563724319029604, 48.93013515538397]];crosslayer;edge;5453b63455474a3362317408;54b954b955474a0e08bd2fb1;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb2;[[2.3563841, 48.9301278], [2.3556235097977973, 48.92875971184096]];crosslayer;edge;5453b63355474a336231733a;54b954b955474a0e08bd2fb2;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb3;[[2.3563841, 48.9301278], [2.3562122134923333, 48.9288213299054]];crosslayer;edge;5453b63455474a33623191c5;54b954b955474a0e08bd2fb3;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb4;[[2.3563841, 48.9301278], [2.3615650016495398, 48.929848179436185]];crosslayer;edge;5453b63455474a336231928d;54b954b955474a0e08bd2fb4;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb5;[[2.3563841, 48.9301278], [2.35576917522104, 48.92980367282836]];crosslayer;edge;5453b63455474a336231928a;54b954b955474a0e08bd2fb5;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb6;[[2.3563841, 48.9301278], [2.356045803773095, 48.926828503131624]];crosslayer;edge;5453b63555474a336231a955;54b954b955474a0e08bd2fb6;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb7;[[2.3563841, 48.9301278], [2.354131449329923, 48.92835599102573]];crosslayer;edge;5453b63455474a336231817c;54b954b955474a0e08bd2fb7;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb8;[[2.3563841, 48.9301278], [2.3607147341767707, 48.92962332050371]];crosslayer;edge;5453b63455474a3362317955;54b954b955474a0e08bd2fb8;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fb9;[[2.3563841, 48.9301278], [2.3567371465664455, 48.927340316826246]];crosslayer;edge;5453b63455474a3362319821;54b954b955474a0e08bd2fb9;5453b63455474a3362317542;metro;road
54b954b955474a0e08bd2fba;[[2.3409358, 48.8607697], [2.3425168540932098, 48.85849195011752]];crosslayer;edge;5453b63455474a33623188d4;54b954b955474a0e08bd2fba;5453b63455474a33623178c1;metro;road
54b954b955474a0e08bd2fbb;[[2.3409358, 48.8607697], [2.3398910490663885, 48.85899911767623]];crosslayer;edge;5453b63455474a3362318cff;54b954b955474a0e08bd2fbb;5453b63455474a33623178c1;metro;road
54b954b955474a0e08bd2fbc;[[2.3409358, 48.8607697], [2.343812145535196, 48.85988405861208]];crosslayer;edge;5453b63455474a33623183c0;54b954b955474a0e08bd2fbc;5453b63455474a33623178c1;metro;road
54b954b955474a0e08bd2fbd;[[2.3409358, 48.8607697], [2.346289226751593, 48.86017191704563]];crosslayer;edge;5453b63455474a33623181b0;54b954b955474a0e08bd2fbd;5453b63455474a33623178c1;metro;road
54b954b955474a0e08bd2fbe;[[2.3409358, 48.8607697], [2.3424488804706476, 48.86374826815359]];crosslayer;edge;5453b63455474a3362318a69;54b954b955474a0e08bd2fbe;5453b63455474a33623178c1;metro;road
54b954b955474a0e08bd2fbf;[[2.3409358, 48.8607697], [2.341223143317648, 48.86163705471754]];crosslayer;edge;5453b63455474a3362317786;54b954b955474a0e08bd2fbf;5453b63455474a33623178c1;metro;road
54b954b955474a0e08bd2fc0;[[2.3409358, 48.8607697], [2.340746451539762, 48.860874480229114]];crosslayer;edge;5453b63455474a33623181c9;54b954b955474a0e08bd2fc0;5453b63455474a33623178c1;metro;road
54b954b955474a0e08bd2fc1;[[2.4025577, 48.891198], [2.3985442395620584, 48.890182360142944]];crosslayer;edge;5453b63455474a33623174d7;54b954b955474a0e08bd2fc1;5453b63455474a33623178ce;metro;road
54b954b955474a0e08bd2fc2;[[2.4025577, 48.891198], [2.4023935446825426, 48.89115940751441]];crosslayer;edge;5453b63455474a3362318033;54b954b955474a0e08bd2fc2;5453b63455474a33623178ce;metro;road
54b954b955474a0e08bd2fc3;[[2.4025577, 48.891198], [2.4063387538489005, 48.89194345180152]];crosslayer;edge;5453b63455474a336231847e;54b954b955474a0e08bd2fc3;5453b63455474a33623178ce;metro;road
54b954b955474a0e08bd2fc4;[[2.4025577, 48.891198], [2.397486247195364, 48.889907245339465]];crosslayer;edge;5453b63455474a336231878b;54b954b955474a0e08bd2fc4;5453b63455474a33623178ce;metro;road
54b954b955474a0e08bd2fc5;[[2.3927045, 48.8885434], [2.3971871663611712, 48.88982480126446]];crosslayer;edge;5453b63455474a3362319377;54b954b955474a0e08bd2fc5;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fc6;[[2.3927045, 48.8885434], [2.39544063963917, 48.88931237663095]];crosslayer;edge;5453b63455474a3362318121;54b954b955474a0e08bd2fc6;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fc7;[[2.3927045, 48.8885434], [2.3971187836604058, 48.88646099485392]];crosslayer;edge;5453b63455474a3362319619;54b954b955474a0e08bd2fc7;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fc8;[[2.3927045, 48.8885434], [2.396949532261001, 48.89018333268404]];crosslayer;edge;5453b63455474a3362319a04;54b954b955474a0e08bd2fc8;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fc9;[[2.3927045, 48.8885434], [2.3941428646631286, 48.88634704806726]];crosslayer;edge;5453b63455474a33623175ac;54b954b955474a0e08bd2fc9;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fca;[[2.3927045, 48.8885434], [2.395830929488796, 48.88895012163295]];crosslayer;edge;5453b63455474a3362318317;54b954b955474a0e08bd2fca;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fcb;[[2.3927045, 48.8885434], [2.397135626522459, 48.8891995141776]];crosslayer;edge;5453b63555474a336231a07d;54b954b955474a0e08bd2fcb;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fcc;[[2.3927045, 48.8885434], [2.39564825617029, 48.89000140472542]];crosslayer;edge;5453b63455474a33623174d6;54b954b955474a0e08bd2fcc;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fcd;[[2.3927045, 48.8885434], [2.3962556956380774, 48.886213828743045]];crosslayer;edge;5453b63455474a336231922c;54b954b955474a0e08bd2fcd;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fce;[[2.3927045, 48.8885434], [2.395712891430119, 48.88833349101202]];crosslayer;edge;5453b63455474a33623199f4;54b954b955474a0e08bd2fce;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fcf;[[2.3927045, 48.8885434], [2.397486247195364, 48.889907245339465]];crosslayer;edge;5453b63455474a336231878b;54b954b955474a0e08bd2fcf;5453b63455474a33623178cf;metro;road
54b954b955474a0e08bd2fd0;[[2.3441565, 48.8759682], [2.340883579263856, 48.87508485490452]];crosslayer;edge;5453b63455474a3362318a19;54b954b955474a0e08bd2fd0;5453b63455474a33623187b6;metro;road
54b954b955474a0e08bd2fd1;[[2.3441565, 48.8759682], [2.3402089921928444, 48.875868058487825]];crosslayer;edge;5453b63555474a336231ae9c;54b954b955474a0e08bd2fd1;5453b63455474a33623187b6;metro;road
